name,ttm,06/30/2023,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994
	ResearchAndDevelopment,"17,467,000","1,261,000","2,992,000","6,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"608,000","901,000","239,000",,"633,000","1,353,000",,,"737,000","443,000","505,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,"819,179,000","200,546,000","204,743,000","207,232,000","206,658,000","199,302,000","201,786,000","197,036,000","193,791,000","184,472,000","183,297,000","177,823,000","175,348,000","176,249,000","177,911,000","171,364,000","165,463,000","162,693,000","162,057,000","158,914,000","156,538,000","156,685,000","159,059,000","157,100,000","144,990,000","141,439,000","140,621,000","140,020,000","131,729,000","132,469,000","127,216,000","122,259,000","120,184,000","118,627,000","116,853,000","114,084,000","111,836,000","110,395,000","106,367,000","104,806,000","160,682,000","196,106,000","109,829,000","65,567,000","65,998,000","64,875,000","62,991,000","61,595,000","62,262,000","62,894,000","61,299,000","60,615,000","58,628,000","57,479,000","56,095,000","49,811,000","54,960,000","53,737,000","52,627,000","51,164,000","49,397,000","48,450,000","47,682,000","47,178,000","45,682,000","44,195,000","44,094,000","41,378,000","40,364,000","41,238,000","39,619,000","40,686,000","39,196,000","40,202,000","41,106,000","38,929,000","42,451,000","40,173,000","39,571,000","38,556,000","37,996,000","38,185,000","37,971,000","38,559,000","36,942,000","35,044,000","33,933,000","34,624,000","32,165,000","32,161,000","31,129,000","31,383,000","30,599,000","31,209,000","29,419,000",,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAndAmortizationInIncomeStatement,"819,179,000","200,546,000","204,743,000","207,232,000","206,658,000","199,302,000","201,786,000","197,036,000","193,791,000","184,472,000","183,297,000","177,823,000","175,348,000","176,249,000","177,911,000","171,364,000","165,463,000","162,693,000","162,057,000","158,914,000","156,538,000","156,685,000","159,059,000","157,100,000","144,990,000","141,439,000","140,621,000","140,020,000","131,729,000","132,469,000","127,216,000","122,259,000","120,184,000","118,627,000","116,853,000","114,084,000","111,836,000","110,395,000","106,367,000","104,806,000","160,682,000","196,106,000","109,829,000","65,567,000","65,998,000","64,875,000","62,991,000","61,595,000","62,262,000","62,894,000","61,299,000","60,615,000","58,628,000","57,479,000","56,095,000","49,811,000","54,960,000","53,737,000","52,627,000","51,164,000","49,397,000","48,450,000","47,682,000","47,178,000","45,682,000","44,195,000","44,094,000","41,378,000","40,364,000","41,238,000","39,619,000","40,686,000","39,196,000","40,202,000","41,106,000","38,929,000","42,451,000","40,173,000","39,571,000","38,556,000","37,996,000","38,185,000","37,971,000","38,559,000","36,942,000","35,044,000","33,933,000","34,624,000","32,165,000","32,161,000","31,129,000","31,383,000","30,599,000","31,209,000","29,419,000",,,,,,,,,,,,,,,,,,,,,,,,
			DepreciationIncomeStatement,"819,179,000","200,546,000","204,743,000","207,232,000","206,658,000","199,302,000","201,786,000","197,036,000","193,791,000","184,472,000","183,297,000","177,823,000","175,348,000","176,249,000","177,911,000","171,364,000","165,463,000","162,693,000","162,057,000","158,914,000","156,538,000","156,685,000","159,059,000","157,100,000","144,990,000","141,439,000","140,621,000","140,020,000","131,729,000","132,469,000","127,216,000","122,259,000","120,184,000","118,627,000","116,853,000","114,084,000","111,836,000","110,395,000","106,367,000","104,806,000","160,682,000","196,106,000","109,829,000","65,567,000","65,998,000","64,875,000","62,991,000","61,595,000","62,262,000","62,894,000","61,299,000","60,615,000","58,628,000","57,479,000","56,095,000","49,811,000","54,960,000","53,737,000","52,627,000","51,164,000","49,397,000","48,450,000","47,682,000","47,178,000","45,682,000","44,195,000","44,094,000","41,378,000","40,364,000","41,238,000","39,619,000","40,686,000","39,196,000","40,202,000","41,106,000","38,929,000","42,451,000","40,173,000","39,571,000","38,556,000","37,996,000","38,185,000","37,971,000","38,559,000","36,942,000","35,044,000","33,933,000","34,624,000","32,165,000","32,161,000","31,129,000",,,,"29,419,000",,,,,,,,,,,,,,,,,,,,,,,,
	OtherTaxes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20,731,000","21,716,000",,"19,021,000","19,302,000","-137,031,000","458,576,000","-132,930,000","-128,108,000","-126,404,000","-121,774,000","-116,613,000","-116,253,000",,"-114,055,000","-112,274,000","-110,755,000","-111,548,000","-106,983,000","-111,964,000","-107,617,000","-105,399,000",,,"-100,495,000","-100,051,000","-103,367,000","-101,062,000","-95,477,000","-93,087,000",,,"-89,825,000","-87,532,000",,,,,,"-76,600,000","-72,200,000","-72,900,000","-74,300,000","-69,600,000","-41,400,000","-26,000,000","-21,300,000","-18,800,000","-17,400,000","-15,000,000","-14,000,000","-13,400,000","-10,700,000","-9,800,000","-9,200,000","-8,500,000","-7,800,000","-7,500,000","-8,600,000","-5,700,000","-4,700,000","-800,000"
	OtherOperatingExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-47,385,000","61,800,000","218,261,000",,"213,533,000","205,379,000","201,848,000","195,798,000","187,229,000","184,789,000","65,614,000","180,941,000","179,495,000","175,046,000","174,831,000","168,486,000","177,496,000","170,638,000","166,931,000","595,058,000","61,347,000","159,182,000","158,500,000","285,443,000","162,140,000","152,427,000","148,547,000","52,170,000","55,576,000","143,568,000","140,130,000","50,045,000","48,548,000","46,461,000","44,568,000",,,,,,,,,,,,,,,,,,,,,,,,
OperatingIncome,"837,384,000","226,542,000","207,246,000","205,860,000","203,348,000","196,712,000","172,670,000","176,633,000","148,634,000","146,408,000","141,026,000","151,376,000","165,228,000","186,480,000","207,401,000","219,207,000","211,562,000","200,494,000","205,643,000","215,576,000","213,088,000","207,828,000","197,792,000","206,139,000","208,044,000","196,270,000","193,826,000","199,624,000","196,632,000","189,011,000","204,330,000","190,008,000","179,808,000","171,588,000","156,111,000","164,573,000","158,270,000","150,830,000","142,424,000","142,515,000","83,282,000","50,785,000","86,344,000","105,836,000","100,985,000","91,460,000","89,318,000","83,887,000","88,176,000","82,409,000","74,305,000","71,342,000","68,666,000","69,888,000","62,394,000","26,603,000","73,773,000","77,106,000","72,748,000","61,139,000","103,715,000","75,287,000","74,807,000","70,393,000","75,194,000","73,828,000","70,388,000","72,026,000","71,054,000","64,422,000","62,291,000","60,922,000","57,718,000","61,122,000","57,163,000","54,678,000","55,861,000","54,993,000","51,805,000","-80,922,000","50,848,000","54,217,000","53,905,000","-63,400,000","59,296,000","65,308,000","67,017,000","69,223,000","72,107,000","72,712,000","68,225,000","67,148,000","63,845,000","59,003,000","58,154,000","-415,572,000","215,200,000","195,400,000","196,600,000","-227,807,000","186,900,000","110,700,000","69,400,000","-95,989,000","49,800,000","45,700,000","39,900,000","-68,444,000","35,500,000","28,200,000","25,400,000","23,700,000","21,400,000","22,500,000","18,900,000","19,100,000","15,600,000","13,200,000","2,200,000"
NetNonOperatingInterestIncomeExpense,"-223,157,000","-51,585,000","-56,821,000","-57,461,000","-57,290,000","-58,797,000","-56,526,000","-55,711,000","-55,987,000","-56,104,000","-52,613,000","-51,589,000","-53,249,000","-53,399,000","-55,914,000","-54,190,000","-51,493,000","-50,010,000","-47,892,000","-55,180,000","-54,097,000","-56,585,000","-55,113,000","-52,523,000","-47,741,000","-50,102,000","-49,295,000","-49,648,000","-47,871,000","-46,581,000","-43,410,000","-42,217,000","-43,234,000","-44,590,000","-45,573,000","-47,987,000","-46,376,000","-43,722,000","-42,533,000","-44,630,000","-43,945,000","-43,169,000","-38,174,000","-36,117,000","-33,985,000","-33,193,000","-33,626,000","-34,083,000","-43,970,000","-45,855,000","-44,271,000","-46,949,000","-44,262,000","-41,458,000","-42,541,000","-42,487,000","-41,208,000","-37,385,000","-29,157,000","-29,256,000","-28,364,000","-29,598,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestExpenseNonOperating,"223,157,000","51,585,000","56,821,000","57,461,000","57,290,000","58,797,000","56,526,000","55,711,000","55,987,000","56,104,000","52,613,000","51,589,000","53,249,000","53,399,000","55,914,000","54,190,000","51,493,000","50,010,000","47,892,000","55,180,000","54,097,000","56,585,000","55,113,000","52,523,000","47,741,000","50,102,000","49,295,000","49,648,000","47,871,000","46,581,000","43,410,000","42,217,000","43,234,000","44,590,000","45,573,000","47,987,000","46,376,000","43,722,000","42,533,000","44,630,000","43,945,000","43,169,000","38,174,000","36,117,000",,,"33,626,000",,,"45,855,000","44,271,000",,,"41,458,000","42,541,000","42,487,000","41,208,000","37,385,000","29,157,000","29,256,000","28,364,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	TotalOtherFinanceCost,"203,585,000",,,,,,,,,,,,,,,"54,190,000","51,493,000","50,010,000","47,892,000","55,180,000","54,097,000","56,585,000","55,113,000","52,523,000","47,741,000","50,102,000","49,295,000","49,648,000","47,871,000","46,581,000","43,410,000","42,217,000","43,234,000","44,590,000","45,573,000","47,987,000","46,376,000","43,722,000","42,533,000","44,630,000","43,945,000","43,169,000","38,174,000","36,117,000","33,985,000","33,193,000","33,626,000","34,083,000","43,970,000","45,855,000",,"46,949,000","44,262,000","41,458,000","42,541,000",,,,,,"28,364,000","29,598,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherIncomeExpense,"651,828,000","192,633,000","-90,000","99,448,000","354,225,000","492,000","148,403,000","218,675,000","-11,621,000","357,683,000","53,066,000","239,149,000","35,711,000","36,655,000","16,610,000","4,479,000","130,824,000","17,821,000","12,667,000","225,240,000","33,416,000","103,300,000","-1,089,000","83,870,000","77,896,000","19,026,000","91,250,000","92,417,000","207,590,000","54,925,000","76,994,000","7,776,000","69,541,000","46,548,000","97,515,000","35,276,000","129,107,000","65,089,000","3,529,000","-9,676,000","-53,443,000","-5,564,000","-59,638,000","-1,482,000","19,747,000","2,353,000","996,000","-333,000","2,279,000","-946,000","503,000","398,000","-325,000","463,000","227,000","1,041,000","-2,266,000","-22,998,000","3,457,000",,"1,190,000",,,"57,039,000",,,"1,090,000","-304,000","1,010,000",,"13,166,000",,,,,,,,,,,,,,,,,,,,"4,901,000",,,,,,"6,900,000","100,000","-11,400,000",,,,,,,,,,,,,,,,,,,,
	GainOnSaleOfSecurity,"598,790,000","187,322,000","116,000","92,628,000","318,608,000","376,000","149,073,000","214,401,000","1,759,000","333,954,000","53,241,000","247,607,000","31,090,000","36,799,000","27,939,000","-965,000","129,449,000","20,564,000","15,102,000","239,730,000","27,255,000","104,042,000","-1,690,000","80,033,000","26,117,000","42,612,000","86,994,000","88,067,000","211,736,000","29,939,000","50,285,000","8,378,000","34,049,000","8,552,000","69,924,000","23,180,000","-1,079,000","59,808,000",,"0","-53,484,000","240,000",,,,,,,,,,,,,,,,,,,,,,,,,"545,000","-152,000","505,000",,,,,,,,,,,,,,,,,,,,,,"4,901,000",,,,,,"7,000,000","200,000","5,100,000",,,,,,,,,,,,,,,,,,,,
	EarningsFromEquityInterest,"60,412,000","4,970,000","4,845,000","6,820,000","43,777,000","2,480,000","317,000","5,626,000","6,867,000","26,559,000","-467,000","-348,000","5,083,000","512,000","1,175,000","7,872,000","1,643,000","197,000","-1,060,000","2,710,000","10,031,000","789,000","1,740,000","358,000","52,568,000","1,146,000","16,672,000","10,184,000","-342,000","27,151,000","27,969,000","1,093,000","20,554,000","13,806,000","34,566,000","5,241,000","130,592,000","7,710,000","5,223,000","5,090,000","3,260,000","-940,000","-18,564,000","11,113,000","5,553,000","2,073,000","2,175,000","1,607,000","2,615,000","395,000","503,000","398,000","-325,000","463,000","227,000","-2,698,000","190,000","492,000","3,457,000",,"1,190,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	SpecialIncomeCharges,"-7,599,000","0","-206,000","0","-1,646,000","0","0","-1,352,000","-19,830,000","-2,830,000","122,000","-8,110,000","-462,000","-656,000","-12,504,000","-2,428,000","-268,000","-2,940,000","-1,375,000","-17,200,000","-2,144,000","-1,531,000","-1,139,000","3,479,000","-789,000","-24,732,000","-12,416,000","-5,834,000","-3,804,000","-2,165,000","-1,260,000","-1,695,000","14,938,000","24,190,000","-6,975,000","6,855,000","-406,000","-2,429,000","-715,000","-13,930,000","-2,176,000","-3,768,000","-40,059,000","-11,050,000","14,194,000","280,000","-1,179,000","-1,940,000","-336,000","-1,341,000",,,"-325,000","463,000","227,000","3,739,000","-2,266,000","-22,998,000",,"-57,899,000","0","0","0","0","0","0","545,000","-152,000","505,000","0","13,166,000",,,,,,,,,,,,,,,,,,,,,,,,,,"-100,000","-100,000","-16,500,000",,,,,,,,,,,,,,,,,,,,
		RestructuringAndMergernAcquisition,,"1,261,000","-4,845,000",,,,,"1,331,000",,"1,653,000",,"8,110,000","567,000","388,000","3,334,000","2,428,000","175,000","2,711,000","1,095,000","1,599,000","1,020,000","889,000","800,000","649,000","789,000","570,000","728,000","1,220,000","3,804,000","1,436,000","3,462,000","1,570,000","3,391,000","673,000","1,187,000","-6,855,000","406,000","2,017,000","715,000","-991,000","2,176,000","3,768,000","40,059,000","9,601,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		ImpairmentOfCapitalAssets,"0",,,,,,,,,,,,,,,,"0",,,"826,000","-554,000",,"-58,000","-5,438,000","0","0","11,688,000","0",,"-1,732,000","-2,202,000","125,000","658,000","-17,114,000","5,788,000",,,,,"0",,,,"1,449,000","0",,,"0","14,052,000",,,,"0","0",,"850,000","0","20,302,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherSpecialCharges,,,"5,051,000","0","1,646,000",,,"21,000","19,830,000","1,177,000","-122,000","0","-105,000","268,000","9,170,000","0","93,000","229,000","280,000","15,601,000","1,124,000","642,000","339,000","-4,128,000",,"24,162,000","11,688,000","4,614,000",,"729,000","-2,202,000","125,000","-18,329,000","-24,863,000","5,788,000","0",,"412,000",,"14,921,000",,,,"1,449,000",,,,,,,,,"325,000","-463,000",,,"2,507,000","2,696,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		GainOnSaleOfBusiness,"166,105,000",,,,,,,,,,,,,,,"256,000","130,484,000","20,530,000","14,835,000","242,532,000","27,243,000","105,201,000","0","92,845,000","27,738,000","44,067,000","87,949,000","90,041,000","202,163,000","30,990,000","51,430,000","9,474,000","35,216,000","0","70,936,000","23,980,000","0","60,945,000",,,,,,,"14,194,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		GainOnSaleOfPPE,,,,,,,,,,,,"249,106,000","31,607,000","35,295,000","24,436,000","256,000","130,484,000","20,530,000","14,835,000","242,532,000","27,243,000","105,201,000","0","92,845,000","27,738,000","44,067,000","87,949,000","90,041,000","202,163,000","30,990,000","51,430,000","9,474,000","35,216,000","0","70,936,000","23,980,000","0","60,945,000",,,,,,,"0","280,000",,"0","13,716,000",,,,"0",,,"4,589,000","241,000",,,"0","0","0","0","0","0","0","545,000","-152,000","505,000","0","13,166,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,,"341,000","129,000","-6,700,000","-6,514,000","-2,364,000","-987,000","-1,331,000","-417,000","-1,653,000","170,000",,,,,,,,,,"-1,726,000",,,,,,,,,,,,,,,,,,"-979,000","-836,000","-1,043,000","-1,096,000","-1,015,000","-1,545,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PretaxIncome,"1,266,055,000","367,590,000","150,335,000","247,847,000","500,283,000","138,407,000","264,547,000","339,597,000","81,026,000","447,987,000","141,479,000","338,936,000","147,690,000","169,736,000","168,097,000","169,496,000","290,893,000","168,305,000","170,418,000","385,636,000","192,407,000","254,543,000","141,590,000","237,486,000","238,199,000","165,194,000","235,781,000","242,393,000","356,351,000","197,355,000","237,914,000","155,567,000","206,115,000","173,546,000","208,053,000","151,862,000","241,001,000","172,197,000","103,420,000","88,209,000","-14,106,000","2,052,000","-11,468,000","68,237,000","86,747,000","60,620,000","56,688,000","49,471,000","46,485,000","35,608,000","30,537,000",,"26,212,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,200,000","3,200,000","500,000"
TaxProvision,"15,677,000","-217,000","3,560,000","6,683,000","5,651,000","159,000","2,471,000","4,299,000","2,179,000","10,000","-755,000","-2,178,000","-27,000","-1,133,000","91,000","1,825,000","11,184,000","0","12,000","-247,000","29,000","58,000","0","39,000","24,000","58,000","20,000","210,000","22,000","36,000","37,000","215,000","39,000","1,293,000",,"9,332,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"900,000","800,000","100,000"
NetIncomeCommonStockholders,"1,248,611,000","367,923,000","146,902,000","241,293,000","494,747,000","138,691,000","262,044,000","335,209,000","78,914,000","447,953,000","142,223,000","341,128,000","147,703,000","170,828,000","167,971,000","167,650,000","279,677,000","168,281,000","170,366,000","385,734,000","192,486,000","254,662,000","141,643,000","237,573,000","238,248,000","165,225,000","235,875,000","242,235,000","356,392,000","197,444,000","237,931,000","155,428,000","206,142,000","172,324,000","208,144,000","142,642,000","241,100,000","158,086,000","141,739,000","252,212,000","-10,715,000","36,218,000","75,427,000","122,356,000","86,844,000","156,909,000","57,758,000","323,085,000","44,824,000","43,373,000","30,341,000","27,027,000","24,654,000","51,125,000","72,523,000","32,394,000","58,154,000","17,674,000","47,425,000","-1,806,000","231,406,000","125,159,000","46,275,000","129,645,000","126,594,000","48,877,000","44,345,000","47,102,000","42,901,000","67,794,000","111,902,000","94,554,000","96,953,000","54,736,000","67,435,000","111,894,000","43,191,000","32,859,000","23,102,000","98,108,000","55,212,000","74,042,000","33,700,000","63,033,000","24,685,000","32,315,000","35,690,000","56,486,000","79,229,000","39,131,000","41,654,000","44,336,000","48,550,000","40,712,000","37,227,000","64,297,000","34,200,000","24,300,000","9,900,000","22,160,000","23,700,000","13,700,000","9,000,000","9,361,000","8,200,000","7,200,000","6,700,000","2,762,000","5,800,000","3,600,000","3,200,000","3,100,000","2,100,000","4,400,000","1,900,000","2,400,000","2,300,000","2,400,000","400,000"
	NetIncome,"1,250,865,000","367,923,000","146,902,000","241,293,000","494,747,000","138,691,000","262,044,000","335,209,000","78,914,000","447,953,000","142,223,000","341,128,000","147,703,000","170,828,000","167,971,000","167,650,000","279,677,000","168,281,000","170,366,000","385,734,000","192,486,000","254,662,000","141,643,000","237,573,000","238,248,000","165,225,000","235,875,000","242,235,000","356,392,000","197,444,000","237,931,000","155,428,000","206,142,000","172,324,000","208,144,000","142,642,000","241,100,000","158,086,000","141,739,000","252,212,000","-10,715,000","36,218,000","75,427,000","122,356,000","86,844,000","156,909,000","57,758,000","323,085,000","44,824,000","43,373,000","30,341,000","27,027,000","24,654,000","51,125,000","72,523,000","32,394,000","58,154,000","16,723,000","47,101,000","2,123,000","233,581,000","127,334,000","48,450,000","131,820,000","128,769,000","51,052,000","46,520,000","49,277,000","45,076,000","69,969,000","114,077,000","96,729,000","99,128,000","56,911,000","69,610,000","114,069,000","45,366,000","35,034,000","25,277,000","100,283,000","57,387,000","76,468,000","37,388,000","66,842,000","28,711,000","37,346,000","40,721,000","62,212,000","86,668,000","48,518,000","51,599,000","54,281,000","58,494,000","50,657,000","47,172,000","74,276,000","44,100,000","34,200,000","19,800,000","31,734,000","31,500,000","18,200,000","13,000,000","12,041,000","10,600,000","8,500,000","7,800,000","7,026,000","5,800,000","3,600,000","3,200,000","3,100,000","2,100,000","4,400,000","1,900,000","2,400,000","2,300,000","2,400,000","400,000"
		NetIncomeIncludingNoncontrollingInterests,"1,250,378,000","367,807,000","146,775,000","241,164,000","494,632,000","138,566,000","262,076,000","335,298,000","78,847,000","447,977,000","142,234,000","341,114,000","147,717,000","170,869,000","168,006,000","167,671,000","279,709,000","168,305,000","170,418,000","385,636,000","192,407,000","254,543,000","141,590,000","237,486,000","238,199,000","165,194,000","235,781,000","242,183,000","356,329,000","197,319,000","237,877,000","155,352,000","206,076,000","172,253,000","208,053,000","142,530,000","241,001,000","172,197,000","141,599,000","252,090,000","-10,885,000","36,097,000","75,469,000","122,384,000","86,747,000","156,821,000","57,609,000","322,965,000","44,677,000","43,192,000","30,537,000","26,665,000","23,980,000","51,066,000","72,366,000","32,350,000","58,101,000","15,772,000","46,777,000","1,866,000","233,581,000","127,439,000","48,556,000","130,584,000","129,100,000","51,509,000","46,969,000","50,245,000","44,941,000","70,097,000","114,209,000","97,044,000","99,443,000","57,248,000","70,123,000","113,386,000","45,925,000","35,454,000","25,132,000","100,528,000","57,689,000","76,702,000","37,986,000","67,601,000","29,385,000","38,032,000","41,173,000","62,287,000","86,702,000","48,682,000","51,274,000","54,690,000","58,979,000","51,132,000","47,711,000","77,751,000","43,600,000","33,700,000","19,400,000","33,976,000","31,000,000","17,900,000","12,800,000","12,811,000","10,500,000","8,400,000","7,700,000","7,545,000","5,700,000","3,600,000","3,200,000","3,100,000","2,100,000","4,400,000","1,900,000","2,400,000","2,300,000","2,400,000","400,000"
			NetIncomeContinuousOperations,"1,250,378,000","367,807,000","146,775,000","241,164,000","494,632,000","138,248,000","262,076,000","335,298,000","78,847,000","447,977,000","142,234,000","341,114,000","147,717,000","170,869,000","168,006,000","167,671,000","279,709,000","168,305,000","170,418,000","385,636,000","192,407,000","254,543,000","141,590,000","237,486,000","238,199,000","165,194,000","235,781,000","242,183,000","356,329,000","197,319,000","237,877,000","155,352,000","206,076,000","172,253,000","208,053,000","142,530,000","241,001,000","172,197,000","103,420,000","88,209,000","-14,106,000","2,052,000","-11,468,000","68,237,000","86,747,000","60,620,000","56,688,000","49,471,000","46,485,000","35,608,000","30,537,000","24,791,000","24,079,000","28,893,000","20,080,000","-14,843,000","30,299,000","16,723,000","47,048,000","-25,522,000","48,177,000","49,384,000","46,730,000","103,291,000","49,677,000","50,513,000","46,520,000","49,276,000","45,076,000","37,906,000","46,888,000","29,747,000","25,824,000","28,854,000","31,111,000","22,236,000","22,153,000","22,051,000","19,546,000","21,388,000","41,534,000","20,594,000","20,368,000","17,193,000","27,616,000","32,315,000","35,690,000","26,131,000","79,229,000","39,131,000","41,654,000","84,115,000","48,550,000","40,712,000","37,227,000","74,276,000","44,100,000","34,200,000","19,800,000","31,734,000","31,500,000","18,200,000","13,000,000","12,041,000","10,600,000","8,500,000","7,800,000","7,356,000","5,800,000","4,100,000","3,200,000","3,100,000","2,100,000","4,400,000","1,900,000","2,400,000","2,300,000","2,400,000","400,000"
			NetIncomeDiscontinuousOperations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","38,179,000","163,881,000","3,221,000","34,045,000","86,937,000","54,147,000","0","96,201,000","921,000","273,494,000","-1,808,000","7,584,000","0","1,874,000","-99,000","22,173,000","52,286,000","47,193,000","27,802,000","0","53,000","27,645,000","185,404,000","77,950,000","1,720,000","28,529,000","79,092,000","539,000","0","1,000","0","32,063,000","67,189,000","66,982,000","73,304,000","28,057,000","38,499,000","91,833,000","23,213,000","12,983,000","1,184,000","78,895,000","15,853,000","55,874,000","17,020,000","49,649,000","1,095,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NetIncomeExtraordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","4,547,000",,,,,"0","0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NetIncomeFromTaxLossCarryforward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,"-500,000",,,,,,,,,
		MinorityInterests,"487,000","116,000","127,000","129,000","115,000","125,000","-32,000","-89,000","67,000","-24,000","-11,000","14,000","-14,000","-41,000","-35,000","-21,000","-32,000","-24,000","-52,000","98,000","79,000","119,000","53,000","87,000","49,000","31,000","94,000","52,000","63,000","125,000","54,000","76,000","66,000","71,000","91,000","112,000","99,000","-14,111,000","140,000","122,000","170,000","121,000","-42,000","-28,000","97,000","88,000","149,000","120,000","147,000","181,000","-196,000","362,000","674,000","59,000","157,000","44,000","53,000","951,000","324,000","257,000","695,000","-105,000","-106,000",,"-331,000","-457,000","-449,000","-968,000","135,000","-128,000","-132,000","-315,000","-315,000","-337,000","-513,000","683,000","-559,000","-420,000","145,000","-245,000","-302,000","-234,000","-598,000","-759,000","-674,000","-686,000","-452,000","-75,000","-34,000","-164,000","325,000","-409,000","-485,000","-475,000","-539,000","-3,475,000","500,000","500,000","400,000","-2,242,000","500,000","300,000","200,000","-770,000","100,000","100,000","100,000","-519,000","100,000",,,,,,,,,,
