name,06/30/2023,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990
		AdditionalPaidInCapital,"35,140,000,000","35,156,000,000","35,167,000,000","35,190,000,000","35,204,000,000","35,586,000,000","35,592,000,000","35,603,000,000","35,635,000,000","35,630,000,000","35,626,000,000","35,621,000,000","35,615,000,000","35,619,000,000","35,658,000,000","35,612,000,000","35,610,000,000","35,622,000,000","35,707,000,000","35,713,000,000","35,694,000,000","35,681,000,000","35,694,000,000","35,684,000,000","35,663,000,000","35,699,000,000","35,681,000,000","35,730,000,000","35,710,000,000","35,670,000,000","35,620,000,000","35,610,000,000","35,584,000,000","35,565,000,000","35,573,000,000","35,560,000,000","35,491,000,000","35,465,000,000","35,472,000,000","36,082,000,000","36,101,000,000","37,270,000,000","37,230,000,000","37,890,000,000","37,856,000,000","37,846,000,000","37,807,000,000","37,786,000,000","37,771,000,000","37,578,000,000","37,533,000,000","38,123,000,000","38,077,000,000","38,034,000,000","27,074,000,000","27,086,000,000","27,089,000,000","27,090,000,000","27,133,000,000","27,133,000,000","27,132,000,000","27,100,000,000","26,952,000,000","26,946,000,000","26,927,000,000","26,549,000,000","26,522,000,000","26,498,000,000","26,476,000,000","26,424,000,000","26,399,000,000","26,362,000,000","26,340,000,000","26,315,000,000","26,268,000,000","26,228,000,000","26,212,000,000","26,188,000,000","26,151,000,000","26,100,000,000","26,066,000,000","26,044,000,000","26,028,000,000","26,002,000,000","25,985,000,000","25,958,000,000","25,607,000,000","25,572,000,000","25,555,000,000","25,545,000,000","25,524,000,000","25,483,000,000","25,243,000,000","25,219,000,000","25,209,000,000","25,189,000,000","25,179,000,000","25,138,000,000","25,121,000,000","3,024,000,000","2,671,000,000","2,670,000,000","2,347,100,000","2,347,000,000","2,274,200,000","2,274,100,000","2,274,100,000","1,566,600,000","1,566,600,000","1,001,700,000",,,,,,,,,,,,,,,,,,,,
		RetainedEarnings,"582,543,000,000","546,631,000,000","511,602,000,000","493,438,000,000","496,126,000,000","539,881,000,000","534,421,000,000","494,775,000,000","484,431,000,000","456,337,000,000","444,626,000,000","408,791,000,000","378,654,000,000","352,359,000,000","402,493,000,000","373,334,000,000","356,846,000,000","342,773,000,000","321,112,000,000","346,503,000,000","327,963,000,000","315,952,000,000","255,786,000,000","224,166,000,000","220,099,000,000","215,837,000,000","211,777,000,000","205,491,000,000","198,293,000,000","193,292,000,000","187,703,000,000","182,225,000,000","172,797,000,000","168,784,000,000","163,620,000,000","159,465,000,000","154,848,000,000","148,453,000,000","143,748,000,000","138,758,000,000","133,705,000,000","129,164,000,000","124,272,000,000","119,721,000,000","115,801,000,000","112,693,000,000","109,448,000,000","106,400,000,000","104,122,000,000","100,705,000,000","99,194,000,000","94,817,000,000","91,828,000,000","89,860,000,000","86,227,000,000","83,171,000,000","79,933,000,000","76,638,000,000","78,172,000,000","77,030,000,000","75,973,000,000","73,093,000,000","72,153,000,000","69,206,000,000","64,653,000,000","61,535,000,000","58,912,000,000","55,329,000,000","52,557,000,000","50,210,000,000","47,717,000,000","42,587,000,000","42,001,000,000","40,552,000,000","39,189,000,000","35,850,000,000","34,713,000,000","33,431,000,000","31,881,000,000","29,495,000,000","27,689,000,000","25,460,000,000","23,730,000,000","22,546,000,000","21,405,000,000","20,360,000,000","19,444,000,000","19,349,000,000","20,028,000,000","19,255,000,000","18,649,000,000","17,565,000,000","16,768,000,000","16,128,000,000","15,321,000,000","15,297,000,000","14,877,000,000","14,305,000,000","13,764,000,000","13,197,000,000","12,832,000,000","11,656,000,000","10,934,300,000","9,961,500,000","9,594,900,000","9,317,100,000","9,032,700,000","8,668,000,000","8,404,000,000","8,212,800,000","5,610,400,000","5,357,400,000","5,185,000,000","5,005,400,000","4,885,200,000","4,793,700,000","4,687,900,000","4,523,300,000","4,390,400,000","3,866,800,000","3,844,000,000","3,702,300,000","3,498,800,000","3,460,400,000","3,362,400,000","3,295,000,000","2,855,100,000","2,729,600,000","2,639,400,000","2,545,400,000"
		TreasuryStock,"73,568,000,000","72,265,000,000","67,826,000,000","64,972,000,000","63,934,000,000","62,906,000,000","59,795,000,000","53,072,000,000","45,446,000,000","39,418,000,000","32,853,000,000","24,075,000,000","14,815,000,000","9,700,000,000","8,125,000,000","5,937,000,000","5,242,000,000","4,799,000,000","3,109,000,000","2,691,000,000","1,763,000,000","1,763,000,000","1,763,000,000","1,763,000,000","1,763,000,000","1,763,000,000","1,763,000,000","1,763,000,000","1,763,000,000","1,763,000,000","1,763,000,000","1,763,000,000","1,763,000,000","1,763,000,000","1,763,000,000","1,763,000,000","1,763,000,000","1,363,000,000","1,363,000,000","1,363,000,000","1,363,000,000","1,363,000,000","1,363,000,000","67,000,000","67,000,000","67,000,000","67,000,000","18,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","29,000,000","30,000,000","30,000,000","31,100,000","31,100,000","31,400,000","31,400,000","31,400,000","34,700,000","34,700,000","34,700,000",,,,,,,,,,,,,,,,,,,,
		GainsLossesNotAffectingRetainedEarnings,"-4,240,000,000","-4,976,000,000","-6,591,000,000","-8,234,000,000","-6,175,000,000","-4,428,000,000","-4,027,000,000","-4,834,000,000","-4,219,000,000","-4,570,000,000","-4,243,000,000","-5,190,000,000","-5,967,000,000","-6,721,000,000","-5,243,000,000","-5,408,000,000","-4,678,000,000","-4,727,000,000","-5,015,000,000","-3,927,000,000","-3,808,000,000","-2,477,000,000","58,571,000,000","50,183,000,000","46,652,000,000","43,070,000,000","37,298,000,000","29,798,000,000","30,777,000,000","31,454,000,000","33,982,000,000","32,203,000,000","39,417,000,000","38,864,000,000","42,732,000,000","44,186,000,000","45,421,000,000","45,049,000,000","44,025,000,000","34,897,000,000","33,565,000,000","32,992,000,000","27,500,000,000","27,050,000,000","23,781,000,000","25,517,000,000","17,654,000,000","15,781,000,000","21,106,000,000","21,764,000,000","20,583,000,000","16,723,000,000","12,850,000,000","19,307,000,000","17,793,000,000","15,816,000,000","7,505,000,000","-930,000,000","3,954,000,000","15,984,000,000","14,881,000,000","19,171,000,000","21,620,000,000","23,743,000,000","23,684,000,000","21,799,000,000","22,977,000,000","20,409,000,000","18,572,000,000","18,707,000,000","17,360,000,000","20,561,000,000","19,737,000,000","19,581,000,000","20,435,000,000","18,591,000,000","19,505,000,000","20,097,000,000","19,556,000,000","16,365,000,000","16,842,000,000","13,846,000,000","14,271,000,000","14,061,000,000","14,972,000,000","14,172,000,000","12,891,000,000","12,179,000,000","13,139,000,000","13,582,000,000","17,543,000,000","16,335,000,000","15,569,000,000","14,934,000,000","17,223,000,000","14,811,000,000","17,977,000,000","18,433,000,000","18,510,000,000","14,758,000,000","21,437,000,000","20,476,000,000","18,197,900,000","15,722,600,000","16,166,900,000","12,622,900,000","12,143,900,000","10,981,800,000","10,068,100,000","8,931,300,000",,,,,,,,,,,,,,,,,,,,
		OtherEquityInterest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14,758,000,000","21,437,000,000","20,476,000,000","18,197,900,000","15,722,600,000","16,166,900,000","12,622,900,000","12,143,900,000","10,981,800,000","10,068,100,000","8,931,300,000","11,606,700,000","10,821,800,000","9,517,300,000","7,966,800,000","6,989,700,000","6,613,800,000","6,100,000,000","5,922,000,000","6,038,000,000","5,490,100,000","5,249,800,000","5,194,000,000","4,642,900,000","4,550,400,000","4,242,600,000","4,084,900,000","2,432,400,000","2,076,800,000","2,770,600,000","2,255,300,000"
	MinorityInterest,"11,878,000,000","11,706,000,000","8,257,000,000","8,317,000,000","8,424,000,000","8,724,000,000","8,731,000,000","8,595,000,000","8,391,000,000","8,189,000,000","8,172,000,000","4,060,000,000","3,758,000,000","3,670,000,000","3,772,000,000","3,949,000,000","3,847,000,000","3,714,000,000","3,797,000,000","3,813,000,000","3,664,000,000","3,651,000,000","3,658,000,000","3,574,000,000","3,434,000,000","3,429,000,000","3,358,000,000","3,351,000,000","3,233,000,000","3,176,000,000","3,077,000,000","3,038,000,000","3,159,000,000","3,381,000,000","2,857,000,000","2,846,000,000","2,755,000,000","2,677,000,000","2,595,000,000","3,049,000,000","2,972,000,000","4,035,000,000","3,941,000,000","4,472,000,000","4,336,000,000","4,272,000,000","4,111,000,000","3,924,000,000","3,777,000,000","4,210,000,000","5,616,000,000","4,926,000,000","4,751,000,000","4,715,000,000","4,683,000,000","4,609,000,000","4,310,000,000","4,121,000,000","4,312,000,000","4,349,000,000","4,230,000,000","4,274,000,000","2,668,000,000","2,562,000,000","2,433,000,000","2,363,000,000","2,262,000,000","2,136,000,000","1,853,000,000","1,739,000,000","816,000,000","801,000,000","778,000,000","765,000,000","758,000,000","728,000,000","841,000,000","831,000,000","745,000,000","715,000,000","1,502,000,000","1,426,000,000","1,391,000,000","1,358,000,000","1,376,000,000","1,277,000,000","1,349,000,000","1,388,000,000","1,340,000,000","1,362,000,000","1,269,000,000","1,321,000,000","1,300,000,000","1,324,000,000","1,423,000,000","1,406,000,000","1,507,000,000","1,613,000,000","1,644,000,000","472,000,000","516,000,000","501,000,000","456,500,000","401,400,000","397,800,000","339,300,000","335,100,000","311,800,000","290,100,000","276,900,000","264,500,000",,"234,700,000","217,900,000","199,300,000","197,600,000","199,300,000","187,000,000","182,300,000","134,800,000","134,200,000","129,500,000","120,500,000","116,500,000","114,800,000","117,200,000","93,200,000","88,800,000","88,600,000","84,500,000"
TotalCapitalization,"662,164,000,000","625,255,000,000","592,675,000,000","570,111,000,000","578,069,000,000","604,478,000,000","618,110,000,000","585,180,000,000","582,710,000,000","559,030,000,000","556,711,000,000","519,486,000,000","497,026,000,000","472,243,000,000","523,473,000,000","495,304,000,000","478,190,000,000","462,160,000,000","441,820,000,000","469,729,000,000","449,648,000,000","442,078,000,000","444,563,000,000","407,949,000,000","400,916,000,000","394,672,000,000","382,551,000,000","369,043,000,000","362,266,000,000","357,635,000,000","337,850,000,000","331,285,000,000","328,519,000,000","323,335,000,000","319,540,000,000","292,121,000,000","289,321,000,000","299,857,000,000","293,165,000,000","273,068,000,000","264,688,000,000","259,966,000,000","248,967,000,000","245,886,000,000","237,119,000,000","236,428,000,000","223,744,000,000","218,916,000,000","218,192,000,000","214,921,000,000","214,210,000,000","206,970,000,000","199,398,000,000","203,413,000,000","169,011,000,000","164,094,000,000","153,311,000,000","140,613,000,000","146,149,000,000","157,713,000,000","154,229,000,000","155,549,000,000","153,367,000,000","153,373,000,000","147,617,000,000","141,627,000,000","139,669,000,000","133,214,000,000","128,170,000,000","125,828,000,000","104,554,000,000","102,418,000,000","100,731,000,000","97,728,000,000","93,598,000,000","88,580,000,000","87,418,000,000","87,089,000,000","85,011,000,000","79,102,000,000","76,858,000,000","71,742,000,000","70,916,000,000","71,569,000,000","66,461,000,000","72,576,000,000","68,677,000,000","65,040,000,000","65,981,000,000","65,318,000,000","65,512,000,000","63,579,000,000","61,883,000,000","60,566,000,000","62,224,000,000","59,548,000,000","62,572,000,000","61,934,000,000","61,291,000,000","32,749,000,000","39,433,000,000","37,325,000,000","34,047,400,000","30,141,100,000","30,212,400,000","26,403,000,000","25,752,000,000","23,013,000,000","22,020,700,000","20,112,200,000","18,278,800,000","16,985,800,000","15,600,700,000","13,740,300,000","12,685,600,000","12,211,800,000","11,688,700,000","11,349,400,000","11,400,800,000","10,211,400,000","9,908,200,000","10,196,100,000","9,414,400,000","9,299,900,000","8,723,300,000","8,635,000,000","6,526,900,000","4,806,400,000","6,525,700,000","5,908,000,000"
CommonStockEquity,"539,883,000,000","504,554,000,000","472,360,000,000","455,430,000,000","461,229,000,000","508,141,000,000","506,199,000,000","472,480,000,000","470,409,000,000","447,987,000,000","443,164,000,000","415,155,000,000","393,495,000,000","371,565,000,000","424,791,000,000","397,609,000,000","382,544,000,000","368,877,000,000","348,703,000,000","375,606,000,000","358,094,000,000","347,401,000,000","348,296,000,000","308,278,000,000","300,659,000,000","292,851,000,000","283,001,000,000","269,264,000,000","263,025,000,000","258,661,000,000","255,550,000,000","248,283,000,000","246,043,000,000","241,458,000,000","240,170,000,000","237,456,000,000","234,005,000,000","227,612,000,000","221,890,000,000","208,382,000,000","202,016,000,000","198,071,000,000","187,647,000,000","184,602,000,000","177,379,000,000","175,997,000,000","164,850,000,000","159,957,000,000","163,007,000,000","160,055,000,000","157,318,000,000","149,671,000,000","142,763,000,000","147,209,000,000","131,102,000,000","126,073,000,000","114,527,000,000","102,798,000,000","109,267,000,000","120,155,000,000","117,994,000,000","119,372,000,000","120,733,000,000","119,903,000,000","115,272,000,000","109,891,000,000","108,419,000,000","102,244,000,000","97,613,000,000","95,349,000,000","91,484,000,000","89,518,000,000","88,086,000,000","86,456,000,000","85,900,000,000","80,677,000,000","80,438,000,000","79,724,000,000","77,596,000,000","71,968,000,000","70,605,000,000","65,358,000,000","64,037,000,000","62,617,000,000","62,370,000,000","60,498,000,000","57,950,000,000","57,108,000,000","58,730,000,000","58,390,000,000","61,724,000,000","59,391,000,000","57,588,000,000","56,289,000,000","57,761,000,000","55,305,000,000","58,041,000,000","57,884,000,000","57,403,000,000","30,957,000,000","36,917,000,000","34,779,000,000","31,455,200,000","28,007,000,000","28,011,600,000","24,189,700,000","23,426,300,000","21,188,700,000","20,011,000,000","18,118,000,000","17,217,100,000","16,179,200,000","14,702,300,000","12,972,200,000","11,874,900,000","11,407,500,000","10,787,900,000","10,445,300,000","10,428,400,000","9,356,900,000","9,093,800,000","8,896,300,000","8,141,700,000","8,010,800,000","7,605,000,000","7,379,900,000","5,287,500,000","4,806,400,000","5,410,000,000","4,800,700,000"
NetTangibleAssets,"424,211,000,000","391,051,000,000","365,054,000,000","354,357,000,000","359,619,000,000","406,108,000,000","403,838,000,000","368,905,000,000","366,618,000,000","345,108,000,000","338,746,000,000","313,638,000,000","291,895,000,000","258,629,000,000","311,263,000,000","284,980,000,000","269,617,000,000","255,753,000,000","235,530,000,000","261,325,000,000","243,581,000,000","232,486,000,000","233,856,000,000","193,771,000,000","186,673,000,000","178,825,000,000","169,429,000,000","154,220,000,000","148,041,000,000","143,640,000,000","183,045,000,000","175,391,000,000","172,798,000,000","168,287,000,000","169,515,000,000","168,946,000,000","165,481,000,000","159,455,000,000","155,696,000,000","144,108,000,000","138,165,000,000","143,664,000,000","133,124,000,000","110,899,000,000","104,636,000,000","102,815,000,000","111,637,000,000","86,421,000,000","100,668,000,000","97,479,000,000","101,408,000,000","100,475,000,000","93,650,000,000","98,495,000,000","97,130,000,000","92,099,000,000","80,605,000,000","69,019,000,000","75,486,000,000","86,624,000,000","84,470,000,000","85,828,000,000","87,871,000,000","87,174,000,000","82,844,000,000","77,281,000,000","76,181,000,000","70,028,000,000","67,746,000,000","65,848,000,000","67,840,000,000","65,866,000,000","64,878,000,000","63,447,000,000","62,888,000,000","57,650,000,000","57,473,000,000","56,766,000,000","54,648,000,000","49,226,000,000","48,247,000,000","43,056,000,000","41,739,000,000","40,336,000,000","40,227,000,000","38,463,000,000","36,543,000,000","35,497,000,000","37,486,000,000","37,001,000,000","42,849,000,000","40,865,000,000","39,303,000,000","37,880,000,000","39,480,000,000","37,035,000,000","39,670,000,000","39,558,000,000","38,957,000,000","26,915,000,000","33,507,000,000","31,346,000,000","28,388,700,000","24,919,800,000","24,939,200,000","21,096,300,000","20,316,000,000","18,913,000,000","17,751,400,000","15,842,900,000","17,217,100,000","16,179,200,000","14,702,300,000","12,972,200,000","11,874,900,000","11,407,500,000","10,787,900,000","10,445,300,000","10,428,400,000","9,356,900,000","9,093,800,000","8,896,300,000","8,141,700,000","8,010,800,000","7,605,000,000","7,379,900,000","5,287,500,000","4,806,400,000","5,410,000,000","4,800,700,000"
InvestedCapital,"665,230,000,000","628,178,000,000","595,104,000,000","571,926,000,000","580,310,000,000","627,802,000,000","620,461,000,000","587,445,000,000","585,632,000,000","562,518,000,000","560,059,000,000","522,846,000,000","500,184,000,000","475,798,000,000","528,159,000,000","499,803,000,000","482,451,000,000","466,070,000,000","446,193,000,000","473,246,000,000","454,867,000,000","446,486,000,000","450,883,000,000","409,768,000,000","402,929,000,000","396,807,000,000","384,645,000,000","371,062,000,000","364,438,000,000","360,200,000,000","339,839,000,000","333,194,000,000","330,621,000,000","325,253,000,000","320,379,000,000","312,268,000,000","308,092,000,000","300,835,000,000","294,114,000,000","274,131,000,000","265,969,000,000","261,320,000,000","250,383,000,000","247,111,000,000","238,511,000,000","237,832,000,000","225,234,000,000","220,441,000,000","219,724,000,000","216,601,000,000","215,892,000,000","208,334,000,000","200,733,000,000","204,836,000,000","169,011,000,000","164,094,000,000","153,311,000,000","140,613,000,000","146,149,000,000","157,713,000,000","154,229,000,000","155,549,000,000","154,559,000,000","154,627,000,000","148,867,000,000","142,914,000,000","141,024,000,000","133,214,000,000","128,170,000,000","125,828,000,000","105,935,000,000","103,676,000,000","101,845,000,000","98,848,000,000","94,737,000,000","89,695,000,000","88,660,000,000","88,753,000,000","86,715,000,000","80,928,000,000","78,566,000,000","73,563,000,000","73,325,000,000","71,569,000,000","66,461,000,000","72,576,000,000","70,454,000,000","65,040,000,000","65,981,000,000","65,318,000,000","66,503,000,000","63,579,000,000","61,883,000,000","60,566,000,000","62,224,000,000","59,548,000,000","62,572,000,000","61,934,000,000","61,291,000,000","32,749,000,000","39,433,000,000","37,325,000,000","34,047,400,000","30,141,100,000","30,212,400,000","26,403,000,000","25,752,000,000","23,013,000,000","22,020,700,000","20,112,200,000","18,278,800,000","16,985,800,000","15,600,700,000","13,740,300,000","12,685,600,000","12,211,800,000","11,688,700,000","11,349,400,000","11,400,800,000","10,211,400,000","9,908,200,000","10,196,100,000","9,414,400,000","9,299,900,000","8,723,300,000","8,635,000,000","6,526,900,000","6,020,300,000","6,525,700,000","5,908,000,000"
TangibleBookValue,"424,211,000,000","391,051,000,000","365,054,000,000","354,357,000,000","359,619,000,000","406,108,000,000","403,838,000,000","368,905,000,000","366,618,000,000","345,108,000,000","338,746,000,000","313,638,000,000","291,895,000,000","258,629,000,000","311,263,000,000","284,980,000,000","269,617,000,000","255,753,000,000","235,530,000,000","261,325,000,000","243,581,000,000","232,486,000,000","233,856,000,000","193,771,000,000","186,673,000,000","178,825,000,000","169,429,000,000","154,220,000,000","148,041,000,000","143,640,000,000","183,045,000,000","175,391,000,000","172,798,000,000","168,287,000,000","169,515,000,000","168,946,000,000","165,481,000,000","159,455,000,000","155,696,000,000","144,108,000,000","138,165,000,000","143,664,000,000","133,124,000,000","110,899,000,000","104,636,000,000","102,815,000,000","111,637,000,000","86,421,000,000","100,668,000,000","97,479,000,000","101,408,000,000","100,475,000,000","93,650,000,000","98,495,000,000","97,130,000,000","92,099,000,000","80,605,000,000","69,019,000,000","75,486,000,000","86,624,000,000","84,470,000,000","85,828,000,000","87,871,000,000","87,174,000,000","82,844,000,000","77,281,000,000","76,181,000,000","70,028,000,000","67,746,000,000","65,848,000,000","67,840,000,000","65,866,000,000","64,878,000,000","63,447,000,000","62,888,000,000","57,650,000,000","57,473,000,000","56,766,000,000","54,648,000,000","49,226,000,000","48,247,000,000","43,056,000,000","41,739,000,000","40,336,000,000","40,227,000,000","38,463,000,000","36,543,000,000","35,497,000,000","37,486,000,000","37,001,000,000","42,849,000,000","40,865,000,000","39,303,000,000","37,880,000,000","39,480,000,000","37,035,000,000","39,670,000,000","39,558,000,000","38,957,000,000","26,915,000,000","33,507,000,000","31,346,000,000","28,388,700,000","24,919,800,000","24,939,200,000","21,096,300,000","20,316,000,000","18,913,000,000","17,751,400,000","15,842,900,000","17,217,100,000","16,179,200,000","14,702,300,000","12,972,200,000","11,874,900,000","11,407,500,000","10,787,900,000","10,445,300,000","10,428,400,000","9,356,900,000","9,093,800,000","8,896,300,000","8,141,700,000","8,010,800,000","7,605,000,000","7,379,900,000","5,287,500,000","4,806,400,000","5,410,000,000","4,800,700,000"
TotalDebt,"125,347,000,000","123,624,000,000","122,744,000,000","116,496,000,000","119,081,000,000","119,661,000,000","114,262,000,000","114,965,000,000","115,223,000,000","114,531,000,000","116,895,000,000","107,691,000,000","106,689,000,000","104,233,000,000","103,368,000,000","102,194,000,000","99,907,000,000","97,193,000,000","97,490,000,000","97,640,000,000","96,773,000,000","99,085,000,000","102,587,000,000","101,490,000,000","102,270,000,000","103,956,000,000","101,644,000,000","101,798,000,000","101,413,000,000","101,539,000,000","84,289,000,000","84,911,000,000","84,578,000,000","83,795,000,000","80,209,000,000","74,812,000,000","74,087,000,000","73,223,000,000","72,224,000,000","65,749,000,000","63,953,000,000","63,249,000,000","62,736,000,000","62,509,000,000","61,132,000,000","61,835,000,000","60,384,000,000","60,484,000,000","56,717,000,000","56,546,000,000","58,574,000,000","58,663,000,000","57,970,000,000","57,627,000,000","37,909,000,000","38,021,000,000","38,784,000,000","37,815,000,000","36,882,000,000","37,558,000,000","36,235,000,000","36,177,000,000","33,826,000,000","34,724,000,000","33,595,000,000","33,023,000,000","32,605,000,000","30,970,000,000","30,557,000,000","30,479,000,000","14,451,000,000","14,158,000,000","13,759,000,000","12,392,000,000","8,837,000,000","9,018,000,000","8,222,000,000","9,029,000,000","9,119,000,000","8,960,000,000","7,961,000,000","8,205,000,000","9,288,000,000","8,952,000,000","4,091,000,000","12,078,000,000","12,504,000,000","7,932,000,000","7,251,000,000","6,928,000,000","4,779,000,000","4,188,000,000","4,295,000,000","4,277,000,000","4,463,000,000","4,243,000,000","4,531,000,000","4,050,000,000","3,888,000,000","1,792,000,000","2,516,000,000","2,546,000,000","2,592,200,000","2,134,100,000","2,200,800,000","2,213,300,000","2,325,700,000","1,824,300,000","2,009,700,000","1,994,200,000","1,061,700,000","806,600,000","898,400,000","768,100,000","810,700,000","804,300,000","900,800,000","904,100,000","972,400,000","854,500,000","814,400,000","1,299,800,000","1,272,700,000","1,289,100,000","1,118,300,000","1,255,100,000","1,239,400,000","1,213,900,000","1,115,700,000","1,107,300,000"
NetDebt,"75,292,000,000","96,877,000,000","86,933,000,000","83,870,000,000","88,473,000,000","80,548,000,000","26,078,000,000","44,976,000,000","72,925,000,000","54,477,000,000","68,905,000,000","80,874,000,000","70,615,000,000","61,593,000,000","39,193,000,000","27,418,000,000","55,273,000,000","71,054,000,000","67,129,000,000","56,202,000,000","32,212,000,000","41,204,000,000","71,004,000,000","58,784,000,000","75,852,000,000","7,492,000,000","15,274,000,000","16,963,000,000","28,734,000,000","43,197,000,000","12,559,000,000","18,651,000,000","17,991,000,000","20,084,000,000","16,940,000,000","12,432,000,000","18,632,000,000","24,275,000,000","24,038,000,000","23,670,000,000","28,258,000,000","14,160,000,000","15,744,000,000","14,733,000,000","20,471,000,000","24,009,000,000","23,085,000,000","25,708,000,000","8,826,000,000","15,368,000,000","20,347,000,000","24,202,000,000","30,017,000,000","31,957,000,000","7,351,000,000","11,102,000,000","14,273,000,000","12,264,000,000","11,343,000,000","4,189,000,000","5,076,000,000","611,000,000",,,,,,,,,,,,,,,,,,,,,,,,"3,533,000,000","6,006,000,000","1,571,000,000",,"488,000,000",,"515,000,000","1,082,000,000","853,000,000","5,000,000",,"113,000,000",,,,,"1,481,000,000","1,533,700,000","1,597,600,000","1,133,500,000","1,083,400,000","975,400,000","1,005,400,000","1,118,600,000","535,100,000",,,,"599,600,000","520,800,000","618,500,000","604,300,000",,,,,"107,400,000","441,300,000","746,400,000","506,300,000","493,100,000","992,400,000","1,035,300,000","875,300,000","988,700,000"
ShareIssued,"1,658,096","1,658,095","1,658,095","1,658,096","1,658,096","1,658,095","1,658,095","1,658,096","1,658,096","1,658,095","1,658,096","1,658,096","1,658,095","1,658,095","1,658,096","1,658,096","1,658,096","1,658,027","1,657,918","1,657,873","1,657,693","1,657,631","1,657,465","1,657,335","1,657,222","1,657,178","1,656,940","1,656,650","1,656,432","1,656,278","1,656,012","1,655,974","1,655,809","1,655,601","1,655,528","1,655,433","1,654,953","1,654,799","1,654,465","1,654,348","1,654,254","1,653,908","1,653,456","1,653,020","1,652,553","1,651,828","1,651,438","1,651,154","1,651,273","1,648,677","1,648,120","1,647,947","1,647,373","1,647,107","1,551,748","1,551,728","1,551,725","1,551,722","1,549,234","1,547,693","1,547,693","1,547,693","1,547,693","1,547,485","1,547,293","1,542,967","1,542,649","1,542,334","1,540,722","1,540,722","1,540,722","1,538,755","1,538,755","1,538,755","1,538,755","1,537,984","1,536,630","1,536,630","1,536,630","1,534,656","1,534,656","1,534,656","1,534,656","1,533,407","1,533,407","1,533,407","1,528,217","1,526,688","1,526,688","1,526,688","1,526,230","1,520,737","1,520,737","1,520,737","1,520,561","1,520,039","1,519,816","1,519,399","1,519,399","1,246,365","1,404,786","1,404,765","1,402,328","1,402,326","1,402,315","1,402,313","1,402,313","1,398,558","1,398,558","1,396,308","1,194,000","1,194,000","1,194,000","1,178,000","1,178,000","1,178,000","1,178,000","1,178,000","1,178,000","1,153,000","1,153,000","1,149,000","1,146,000","1,146,000","1,146,000","1,146,000","1,146,000","1,146,000","1,146,000","1,146,000"
