name,ttm,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015
TotalRevenue,"23,304,000,000"
	OperatingRevenue,"23,304,000,000"
CostOfRevenue,"18,382,000,000"
GrossProfit,"4,922,000,000"
OperatingExpense,"2,616,000,000"
	SellingGeneralAndAdministration,"2,616,000,000"
OperatingIncome,"2,306,000,000"
NetNonOperatingInterestIncomeExpense,"-250,000,000"
	InterestExpenseNonOperating,"250,000,000"
OtherIncomeExpense,"-192,000,000"
	SpecialIncomeCharges,"-422,000,000"
		RestructuringAndMergernAcquisition,"422,000,000"
	OtherNonOperatingIncomeExpenses,"230,000,000"
PretaxIncome,"1,864,000,000"
TaxProvision,"690,000,000"
NetIncomeCommonStockholders,"1,151,000,000"
	NetIncome,"1,151,000,000"
		NetIncomeIncludingNoncontrollingInterests,"1,174,000,000"
			NetIncomeContinuousOperations,"1,174,000,000"
		MinorityInterests,"-23,000,000"
DilutedNIAvailtoComStockholders,"1,151,000,000"
TotalOperatingIncomeAsReported,"1,884,000,000"
TotalExpenses,"20,998,000,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"1,151,000,000"
NormalizedIncome,"1,416,787,553.648"
InterestExpense,"250,000,000"
NetInterestIncome,"-250,000,000"
EBIT,"2,114,000,000"
EBITDA,"3,169,000,000"
ReconciledCostOfRevenue,"18,382,000,000"
ReconciledDepreciation,"1,055,000,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"1,151,000,000"
TotalUnusualItemsExcludingGoodwill,"-422,000,000"
TotalUnusualItems,"-422,000,000"
NormalizedEBITDA,"3,591,000,000"
TaxRateForCalcs,"0.37"
TaxEffectOfUnusualItems,"-156,212,446.352"
